author,text,clean_text,likeCount,publishedAt,sentiment
@CeciliaAguilar-pt5bs,The grandma of freddy in the minutes 2:03🫨🫨🫨🤯🤯,grandma freddy minutes,1,2025-06-08T20:44:50Z,neutral
@JenniferNevarez-m6v,2050 june 🎉🎉,june,0,2025-06-08T20:27:37Z,neutral
@amiralihrt-lj4xk,❤😢,,0,2025-06-08T20:23:51Z,neutral
@celcershanon7845,Queen for ever❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,queen ever,0,2025-06-08T19:59:07Z,neutral
@sigmo-m4b,Rain's fatality in mk11,rains fatality mk,0,2025-06-08T19:58:40Z,neutral
@lorrainerowley6066,"Masterpiece ahead of its time,no matter what genre of music you like this has most opera, rock...invites everyone to join in and sing along. I love it really loud, driving really fast on a clear road..superstar RIP we still love you",masterpiece ahead timeno matter genre music like opera rockinvites everyone join sing along love really loud driving really fast clear roadsuperstar rip still love,1,2025-06-08T19:50:24Z,positive
@aldito7586,"I really dig what Jeff Beck said about Brian May. ""He's the best Pop Rock guitar player"".",really dig jeff beck said brian may hes best pop rock guitar player,0,2025-06-08T19:12:14Z,positive
@kaliabobo1090,"Ce que la Joconde est à Léonard de Vinci, ce que la Nuit étoilée est à Van Gogh, Bohemian Rhapsody l’est à Queen : une œuvre magistrale, unique, inégalée !!!!",ce que la joconde est lonard de vinci ce que la nuit toile est van gogh bohemian rhapsody lest queen une uvre magistrale unique ingale,0,2025-06-08T18:52:53Z,positive
@SufiyahMajeed,Are they saying bismillah?? 3:40,saying bismillah,0,2025-06-08T18:46:13Z,neutral
@yamillledezma9528,Que pasó con el final? Of the world 😮😮😮😮😮😮,que pas con el final world,0,2025-06-08T18:23:08Z,neutral
@iiamgracee,yes .,yes,1,2025-06-08T16:58:30Z,neutral
@Megalodon_dude,😂,,0,2025-06-08T16:46:27Z,neutral
@SolarKamaSutra,<<<<<<<~~~~~~~~~~~~ check it Queen fans,check queen fans,1,2025-06-08T16:44:48Z,neutral
@redcliffebeachhire9214,Must suck to never smoke a joint to this masterpiece.🎉,must suck never smoke joint masterpiece,0,2025-06-08T16:40:23Z,neutral
@holymourad,IS THIS THE REAL LIFE,real life,2,2025-06-08T16:01:03Z,neutral
@Johnteo8613,Esto es una verdadera leyenda ❤,esto es una verdadera leyenda,0,2025-06-08T14:19:57Z,neutral
@Majiniko99,50 FUNCKING YEARS,funcking years,1,2025-06-08T14:00:48Z,neutral
@mistersharkey7519,"Guys, I started to listen to this and the characters of my comics started to move and yap to me",guys started listen characters comics started move yap,2,2025-06-08T13:36:59Z,neutral
@IvanclarenceSantiago,"When your mom is gone and your alone:
*You kneel your knee and said*
MAMA!",mom gone alone kneel knee said mama,1,2025-06-08T13:15:18Z,neutral
,Gosta de Queen?!?!,gosta de queen,0,2025-06-08T13:11:25Z,neutral
@ปอนไง-ค1ฎ,👍,,0,2025-06-08T11:51:20Z,neutral
@zillo55,❤❤🎸🎸🤘🤘💪💪,,0,2025-06-08T11:15:28Z,neutral
@fittara7322,Ya know it reminds me of a Modern Day Evan Hanson! Only US! or Maybe it reminds me of JESUS and we should like without feeling lost don't know but never give up on life!,ya know reminds modern day evan hanson us maybe reminds jesus like without feeling lost dont know never give life,0,2025-06-08T10:29:59Z,neutral
@marymelina-sl1fb,Pov mei window is open and the neighbors gonna hear the songs ….,pov mei window open neighbors gonna hear songs,0,2025-06-08T08:45:07Z,neutral
@robertoalocchi8348,Very cool,cool,0,2025-06-08T08:14:35Z,positive
@AélsonRenner,Calculus Rhapsody,calculus rhapsody,0,2025-06-08T08:14:33Z,neutral
@K3RX0N,1:44 ❤,,0,2025-06-08T07:54:16Z,neutral
@balls998,what thragg was doing while conquest was ripping mark to shreds,thragg conquest ripping mark shreds,0,2025-06-08T06:43:39Z,neutral
@Spam-w6o2r,Scaramouche???,scaramouche,1,2025-06-08T05:34:48Z,neutral
@juliaguerreroestrada30,4:15 déjame en paz freddie mercury tu estas muerto,djame en paz freddie mercury tu estas muerto,1,2025-06-08T05:31:34Z,neutral
@Everlasting_0,"Is this the real life, is it just FANTA-C 😭🥀😔",real life fantac,1,2025-06-08T05:27:04Z,neutral
@brendangamble8824,Yes!,yes,0,2025-06-08T05:24:27Z,neutral
@brendangamble8824,Illinois,illinois,0,2025-06-08T05:23:47Z,neutral
@brendangamble8824,Listening to working man and Bohemian Rhapsody at the same time?,listening working man bohemian rhapsody time,0,2025-06-08T05:23:09Z,neutral
@brendangamble8824,Societal murder.,societal murder,0,2025-06-08T05:21:14Z,neutral
@Murhaf.Shehab,Very overrated song to be honest,overrated song honest,0,2025-06-08T03:38:59Z,positive
@franklinricharte806,Ese era penal para Nigeria..no cobraron la  mano del argentina,ese era penal para nigeriano cobraron la mano del argentina,0,2025-06-08T02:48:43Z,neutral
@AnnaClarah-ur1vr,Mais eu escuto ela,mais eu escuto ela,0,2025-06-08T00:49:11Z,neutral
@AnnaClarah-ur1vr,Eu nem tinha nascido quando essa música foi lançada kk,eu nem tinha nascido quando essa msica foi lanada kk,0,2025-06-08T00:48:48Z,neutral
@musicmanoo,My go to karaoke song🎶🎶🎶,go karaoke song,1,2025-06-08T00:46:54Z,neutral
@KwongBaby,"1975 looks like Elon Musk
1985 looks like Joseph Stalin
😂",looks like elon musk looks like joseph stalin,1,2025-06-08T00:37:42Z,neutral
@fabiomoraes9025,"Sem palavras, essa música é uma obra de arte para o mundo",sem palavras essa msica uma obra de arte para mundo,0,2025-06-07T23:26:30Z,neutral
@AlessandroPalacios-m1t,This is one of the greatest songs I’ve heard,one greatest songs ive heard,33,2025-06-07T23:07:43Z,positive
@lisianebifano4694,Brasil!!,brasil,1,2025-06-07T22:35:43Z,neutral
@lorenabenitez6786,Saben el Ecuador se cuelve,saben el ecuador se cuelve,0,2025-06-07T21:09:11Z,neutral
@lorenabenitez6786,Oigaaaan yo soy de 2060,oigaaaan yo soy de,1,2025-06-07T21:08:53Z,neutral
@arneltilo2892,Yes me,yes,0,2025-06-07T20:47:46Z,neutral
@ericheim-p6g,Le plus beau Chef d'oeuvre musicale une musique faite sûr mesure pour les moments de ma vie les plus précieux et pour mes obsèques Freddy tu est pour Moi le plus grand tu est parti vraiment trop tôt j'en n'ai 48 et je l écoute toujours subjugué merci Freddy,le plus beau chef doeuvre musicale une musique faite sr mesure pour les moments de vie les plus prcieux et pour mes obsques freddy tu est pour moi le plus grand tu est parti vraiment trop tt jen nai et je l coute toujours subjugu merci freddy,0,2025-06-07T20:30:29Z,positive
@Angelflower83,Fantastic Song!☘️🌹😊,fantastic song,1,2025-06-07T20:21:44Z,positive
@DwightHenryaintscared,Being a verb,verb,1,2025-06-07T20:11:41Z,neutral
@outgrown3094,"1562  DAYS listening to Bohemian Rhapsody everyday, until im famous 7th june",days listening bohemian rhapsody everyday im famous th june,3,2025-06-07T19:26:19Z,neutral
@LRich9816,"3:31  spare him his life from a ""warm sausage tea""










Ik its monstrosity guys",spare life warm sausage tea ik monstrosity guys,1,2025-06-07T18:58:12Z,positive
@andyshen6932,Epic song and simply sublime!,epic song simply sublime,6,2025-06-07T18:12:08Z,neutral
@LuisCely-k8s,R.I.P Farrokh Bulsara 😢😢❤❤,rip farrokh bulsara,4,2025-06-07T17:52:52Z,neutral
@ChqotraChqatri,7- iyun 2025.,iyun,1,2025-06-07T17:47:44Z,neutral
@Idontknow_00December28,내 인생 최고의 곡,,1,2025-06-07T17:46:14Z,neutral
@Motherearth-s6y,"To answer your question Irma, I can't be 100% sure how me and Leonardo met",answer question irma cant sure leonardo met,1,2025-06-07T16:27:33Z,positive
@Motherearth-s6y,"Irma? Would you be willing to live here? And help me and Leonardo with the children aka twos the limit in my heart. Im not asking you to babysit while we go out date etc. I want the children to be with us for that. What i am referring to is When we need to make UN addresses and when ever you would want to hang out with them for the fun of it , out of love .",irma would willing live help leonardo children aka twos limit heart im asking babysit go date etc want children us referring need make un addresses ever would want hang fun love,0,2025-06-07T16:26:23Z,positive
@Motherearth-s6y,"Irma? Would you be willing to live here? And help me and Leonardo with the children aka twos the limit in my heart. Im not asking you to babysit while we go out date etc. I want the children to be with us for that. What i am referring to is When we need to make UN addresses and when ever you would want to hang out with them for the fun of it , out of love",irma would willing live help leonardo children aka twos limit heart im asking babysit go date etc want children us referring need make un addresses ever would want hang fun love,1,2025-06-07T16:24:44Z,positive
@svm3690,天才的な曲🎧🎶,,2,2025-06-07T16:23:59Z,neutral
@Motherearth-s6y,"He was is, was so perfect sweet and sincere when he drove by on the bike, about us raising the kids here. I know things happen that cause us to laugh, but it wasn't making fun of him",perfect sweet sincere drove bike us raising kids know things happen cause us laugh wasnt making fun,1,2025-06-07T16:20:01Z,positive
@RSM-56,Lagu abadi,lagu abadi,1,2025-06-07T16:18:32Z,neutral
@Motherearth-s6y,If I were a betting person I d say he didn't even think about this,betting person say didnt even think,1,2025-06-07T16:17:38Z,neutral
@Motherearth-s6y,"He did Irma he said I got the shivers, and we know its the cool mt air",irma said got shivers know cool mt air,1,2025-06-07T16:16:17Z,positive
@Motherearth-s6y,I so seriously with all my heart,seriously heart,1,2025-06-07T16:13:53Z,negative
@Motherearth-s6y,I so seriously with all my heart,seriously heart,1,2025-06-07T16:12:31Z,negative
@Motherearth-s6y,"See i thought he was talking about getting wet on the motorcycle, i got the shivers",see thought talking getting wet motorcycle got shivers,1,2025-06-07T16:11:16Z,neutral
@kurosakiisgreathuh,This is so ass,ass,2,2025-06-07T16:10:48Z,neutral
@rumitasari10303,Adakah orang indo yg masih dengerin di bulan juni 2025 ini,adakah orang indo yg masih dengerin di bulan juni ini,1,2025-06-07T16:03:24Z,neutral
@Motherearth-s6y,"No, Irma im not or never make fun of him",irma im never make fun,1,2025-06-07T16:03:13Z,positive
@Motherearth-s6y,Omg see I thought when he said he got shivers he was talking about getting caught in the the rain yesterday evening,omg see thought said got shivers talking getting caught rain yesterday evening,1,2025-06-07T16:00:01Z,neutral
@Motherearth-s6y,Is that ain't what he meant by shivers is it?,aint meant shivers,0,2025-06-07T15:58:45Z,neutral
@Motherearth-s6y,How much do you think a 12 pk of the 20/20 would cost? I won't be able to drink if me n Leonardo conceive but until then I wanna drink.,much think pk would cost wont able drink n leonardo conceive wanna drink,0,2025-06-07T15:57:58Z,positive
@Toniyouri,Thragg,thragg,2,2025-06-07T15:16:54Z,neutral
@Нина-п1ъ3э,Все так и есть! Рыдаю!,,1,2025-06-07T15:03:44Z,neutral
@gabijoanna1110,"First song i remember hearing. Mom grew up listening to Queen so she made my sisters and i grow up listening to them too lol

Always been a big fan of Queen",first song remember hearing mom grew listening queen made sisters grow listening lol always big fan queen,3,2025-06-07T13:35:33Z,positive
@BethMcClane,This song would wake you from a coma,song would wake coma,1,2025-06-07T13:27:52Z,neutral
@MadihaNajelah-yj2pi,Cant believe all of it is just on a one song. I really get what Freddie said in the movie where he wants to fix classical music and rock at the same song,cant believe one song really get freddie said movie wants fix classical music rock song,2,2025-06-07T13:21:40Z,neutral
@luisalvarenga3786,I'm 89 still listening good music🎉,im still listening good music,1,2025-06-07T13:12:15Z,positive
@samblovinglife7946,Always,always,2,2025-06-07T12:38:49Z,neutral
@danielpecqueur8618,Je suis de service ce soir i'm Sorry,je suis de service ce soir im sorry,1,2025-06-07T11:10:08Z,negative
@mrelon100,I come here every 🤍🤍💫💫,come every,1,2025-06-07T10:45:18Z,neutral
@CarmenDeOroTorres,Nunca habrá una voz tan intensa y dulce a la vez   Eras único Descansa en paz nunca serás olvidado  fuisteis muy grande🙌❤️,nunca habr una voz tan intensa dulce la vez eras nico descansa en paz nunca sers olvidado fuisteis muy grande,1,2025-06-07T10:30:51Z,neutral
@haru-いわしのさば缶ch,0:53,,1,2025-06-07T09:48:04Z,neutral
@ВалентинаСухобок-д5г,Jeg liker Queen.,jeg liker queen,1,2025-06-07T09:04:05Z,neutral
@carculis9207,Anyone know where i can get natural psychedelics?,anyone know get natural psychedelics,1,2025-06-07T08:56:19Z,neutral
@SkyeAbela-h1c,🎉🎉🎉,,1,2025-06-07T08:54:10Z,neutral
@kyleluna9109,80s music,music,1,2025-06-07T08:36:04Z,neutral
@JosealfredoMoralesgarcia-n1h,Rusos quiero que me venda un tanques ido de 8 misiles para mi solo cuanto quiere por el es chico no es camión grande póngale precio,rusos quiero que venda un tanques ido de misiles para mi solo cuanto quiere por el es chico es camin grande pngale precio,1,2025-06-07T08:28:47Z,neutral
@иваниваныч-я,3:07,,2,2025-06-07T08:24:23Z,neutral
@hushnxte,almost 2bil,almost bil,1,2025-06-07T06:13:21Z,neutral
@mylittleponytocaboca7316,Мой папа слушает эту группу❤,,1,2025-06-07T06:13:02Z,neutral
@juanpabloescothsalazar9267,4:15 déjame en paz Freddie Mercury tu estás muerto   NO NO NOO,djame en paz freddie mercury tu ests muerto noo,1,2025-06-07T05:35:58Z,neutral
@AnnetteSchneider-bk8yt,I'm here in June 2025...,im june,6,2025-06-07T04:52:50Z,neutral
@robinneal2264,They had the best harmony,best harmony,1,2025-06-07T04:11:33Z,positive
@robinneal2264,Best song ever! Imo,best song ever imo,0,2025-06-07T04:08:21Z,positive
@jorgecapela329,A caminho dos dois bilhões de visualizações 👏🏻👏🏻👏🏻👏🏻,caminho dos dois bilhes de visualizaes,1,2025-06-07T03:13:18Z,neutral
@Flex-xxx-flex,2025 é eu vendo essa pérola do rock mundial,eu vendo essa prola rock mundial,1,2025-06-07T03:11:01Z,neutral
@Larissalove1114,❤❤❤❤,,1,2025-06-07T02:10:58Z,neutral
@CarolinaMoya-g6c,Una obra de arte,una obra de arte,1,2025-06-07T01:31:43Z,neutral
@Benitoite-c8r,1.9 B????,b,1,2025-06-07T01:31:43Z,neutral
@Phonemyat667,❤,,1,2025-06-07T01:01:30Z,neutral
@LuisCarlosDaSilvaSilva-cj3jq,Aqui no Brazil 😢ouvindo 🇧🇷🇧🇷🇧🇷,aqui brazil ouvindo,1,2025-06-07T00:41:06Z,neutral
@austins.2495,"This music video is kind of amazing 😂 super badass, I’ve never seen it before",music video kind amazing super badass ive never seen,2,2025-06-07T00:31:05Z,positive
@sandracarrigan5889,Absolutely how music 🎵 and sound is in my mind exclusively emotionally great ty queen ❤,absolutely music sound mind exclusively emotionally great ty queen,1,2025-06-07T00:03:35Z,positive
@daveyvane,"Those epic lyrics…”Momma, just blew a man…”",epic lyricsmomma blew man,1,2025-06-06T23:57:51Z,neutral
@hercaleko23,Вот это шансон))),,2,2025-06-06T22:59:24Z,neutral
@holender1987,"Today is my 38th birthday, it's nice to hear that",today th birthday nice hear,13,2025-06-06T20:39:10Z,positive
@shexalan6425,Anyone is here 2025😢,anyone,4,2025-06-06T20:25:14Z,neutral
@mara-rh9oe,Anyway he brought bad luck with this song 💀,anyway brought bad luck song,3,2025-06-06T19:40:33Z,negative
@jackelineorellana2970,Bella música lo mejor del mundo,bella msica lo mejor del mundo,4,2025-06-06T17:25:06Z,neutral
@flowerflowerflowerf-lower9562,I WATCHED IT HIT 13 MILLION LIKES,watched hit million likes,4,2025-06-06T17:11:02Z,neutral
@MarieJoséSoler,🇺🇲🎤🎶🎸🎹🥁,,2,2025-06-06T16:53:06Z,neutral
@PoloFlores-fb6md,Hola,hola,1,2025-06-06T16:31:56Z,neutral
@baileykkjhf,😊😊😊😊😊😊😊😊,,1,2025-06-06T16:13:24Z,neutral
@mr.badguy4330,2026 - 2 Billon Views😊,billon views,3,2025-06-06T14:48:12Z,neutral
@FranciscoPires-q1z,Me,,1,2025-06-06T14:44:03Z,neutral
@Youtube1rock_oficial,"This must be ten times more famous than Nirvana's ""Smells Like Spirit""",must ten times famous nirvanas smells like spirit,2,2025-06-06T14:08:11Z,positive
@nicolasfalcon9399,MAMÁAAAAAAAAAAAAAAAAAAAAAAAA🎉🎉🎉🎉🎉🎉🎉🎉🎉😂,mamaaaaaaaaaaaaaaaaaaaaaaaa,2,2025-06-06T14:06:13Z,neutral
@thidal6650,3:25 RETURN TO ZERO,return zero,2,2025-06-06T12:56:57Z,neutral
@asianguy_likes_aviation,3:38 is it me or he said Bismillah?,said bismillah,2,2025-06-06T12:26:01Z,neutral
@4.letter.tattoo,この曲は人類の宝,,1,2025-06-06T12:19:34Z,neutral
@serendigity,I used to listen to Kenny Everett on Capitol Radio and remember the initial plays of this awesome song before it was released as a single.,used listen kenny everett capitol radio remember initial plays awesome song released single,1,2025-06-06T11:50:44Z,positive
@Mik-m3e,In what way can you remaster this pure piece of music?,way remaster pure piece music,2,2025-06-06T11:13:26Z,positive
@ggareyada4783,❤,,1,2025-06-06T10:24:43Z,neutral
@outgrown3094,"1561  DAYS listening to Bohemian Rhapsody everyday, until im famous 6th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-06T10:20:29Z,neutral
@KnightStarRecords,Suicide is real.,suicide real,2,2025-06-06T10:06:14Z,neutral
@numerical.alphabet,"Thou those,",thou,1,2025-06-06T09:32:02Z,neutral
@Manuel-dp9rc,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,1,2025-06-06T08:31:30Z,neutral
@JosealfredoMoralesgarcia-n1h,Pago media nacion de mi dinero en villetes a quien acabe esos perros rateros sin piedad me artaron estupidos rateros,pago media nacion de mi dinero en villetes quien acabe esos perros rateros sin piedad artaron estupidos rateros,1,2025-06-06T06:53:52Z,neutral
@ethdrew05,Anyone listening in next month July 2025 ❤❤,anyone listening next month july,1,2025-06-06T06:09:34Z,neutral
@01Nexus,"I love how the ENTIRE video is the most played, usually its only one part.",love entire video played usually one part,243,2025-06-06T05:36:22Z,neutral
@aflairfortheharleigh,every day. you will find me here every day,every day find every day,3,2025-06-06T04:45:31Z,neutral
@DianaGuerrero-i6g,"This song is extremely incredible, I can't stop listening to it, it's art, it's a cultural heritage of humanity.",song extremely incredible cant stop listening art cultural heritage humanity,3,2025-06-06T01:02:42Z,positive
@constanza2.0,amo a brian may pero mi prima me dice que le distrae mucho escuchar musica mientras jugamos roblox asique cada like es un recordatorio para ke escuche esta cancion pero sin mi prima @queen,amo brian may pero mi prima dice que le distrae mucho escuchar musica mientras jugamos roblox asique cada like es un recordatorio para ke escuche esta cancion pero sin mi prima queen,1,2025-06-06T00:36:40Z,neutral
@roserufino7812,Ele estava se despedindo.,ele estava se despedindo,2,2025-06-05T22:33:04Z,neutral
@charleschibuzor2570,Most replayable song of all time,replayable song time,11,2025-06-05T22:26:49Z,neutral
@sajithalappuzha,Oh my God,oh god,1,2025-06-05T22:21:20Z,neutral
@natalibibilauri,"Bohemian Rhapsody isn’t just music — it’s pure, untouchable art. A timeless masterpiece carved in sound.",bohemian rhapsody isnt music pure untouchable art timeless masterpiece carved sound,604,2025-06-05T22:05:02Z,positive
@AntuanetNunez-p5s,A success,success,1,2025-06-05T22:00:43Z,positive
@StonkzShorts,2:34,,1,2025-06-05T21:54:52Z,neutral
@JosealfredoMoralesgarcia-n1h,Este individuo no es waldisney e no es truco se los are realidad,este individuo es waldisney e es truco se los realidad,0,2025-06-05T21:21:17Z,neutral
@QqpgHjklF,Anyone 2025?,anyone,1,2025-06-05T20:58:25Z,neutral
@DeidraCunningham,"Oh, i finally figured out what Dru Hill was singing at the beginning of every concert

I thought that was something off of Playa album. I had no clue😅",oh finally figured dru hill singing beginning every concert thought something playa album clue,0,2025-06-05T20:54:11Z,neutral
@martykeaton182,Anyone here thanks to Wayne's World?,anyone thanks waynes world,1,2025-06-05T20:01:47Z,neutral
@lubabalomolose3521,Masterpiece ❤,masterpiece,1,2025-06-05T19:59:15Z,neutral
@佐藤正良-r1u,2025.06.06   4:55    Queen-Bohemian  Rhapsody（Official  Video  Remastered）…を、視聴しました。2015年頃、JAPAN・NHK・BS   で、1985.7.13    ロンドン・uennpuri-・スタジアム  で、開催された  【ライブエイド】に、出演された、コンサートの映像を放送されました。2曲目の【チャンピオン】で、スタジアムの観客全員の、大合唱に、感動しました。,queenbohemian rhapsodyofficial video remasteredjapannhkbs uennpuri,1,2025-06-05T19:43:35Z,neutral
@TerryBogard95-h4n,3:52 kkk mn,kkk mn,0,2025-06-05T19:08:41Z,neutral
@whyumad24,anyone in June 9303?,anyone june,0,2025-06-05T19:05:35Z,neutral
@KK-um7rw,I asked ChatGPT what’s he’s favorite song and that’s what he answered .,asked chatgpt whats hes favorite song thats answered,0,2025-06-05T19:02:05Z,positive
@Oliver-Q999,😟 what is this 😭😭😭,,0,2025-06-05T18:54:00Z,neutral
@monicahope3615,"Grew up in Northeast Bronx, NYC.  A Black male fellow H.S. student introduced me to Queen, Styx and Pink Floyd in the mid to late 1970s.  That's when my Queen love affair began and never ended.",grew northeast bronx nyc black male fellow hs student introduced queen styx pink floyd mid late thats queen love affair began never ended,3,2025-06-05T18:39:35Z,neutral
@seanlanigan6520,Still here june 2025,still june,0,2025-06-05T18:32:12Z,neutral
@yamaniyoussef,"i think it's safe to say that this song, it's the greatest song ever!",think safe say song greatest song ever,2,2025-06-05T18:22:53Z,positive
@assaginel2822,"❤ que dire..great, awesome",que diregreat awesome,1,2025-06-05T18:22:44Z,positive
@bogdanrozmus8455,Positive.,positive,0,2025-06-05T18:19:13Z,positive
@luvzjordison,This song made me love Queen. 🖤,song made love queen,0,2025-06-05T17:55:52Z,positive
@Bubble_bluezz,THUNDERBOLTS AND LIGHTNING VERY VERY FRIGHTNUNG!,thunderbolts lightning frightnung,1,2025-06-05T17:23:02Z,neutral
@kritayasreesunpagit2911,ตามมาจาก PYMK epic จริงๆ,pymk epic,0,2025-06-05T16:06:23Z,neutral
@Creamcheese923,"When im so tired,i listen this song... i love u Queen💗🌟",im tiredi listen song love u queen,3,2025-06-05T13:16:50Z,positive
@manelbelen5539,"June 5 2025, still with them.",june still,2,2025-06-05T13:13:08Z,neutral
@Mik-m3e,"The best rock song of the 1970`s !!!!
Maybe all time !!!",best rock song maybe time,4,2025-06-05T11:03:11Z,positive
@amaisiori,ちゃんと聞いてあげてね＾＾🐥,,3,2025-06-05T10:44:38Z,neutral
@outgrown3094,"1560  DAYS listening to Bohemian Rhapsody everyday, until im famous 5th july",days listening bohemian rhapsody everyday im famous th july,3,2025-06-05T09:55:13Z,neutral
@HarJayMoehein-c9r,The legendary Queen 👑 Bohemian rhapsody song 1.9 billion views,legendary queen bohemian rhapsody song billion views,2,2025-06-05T09:02:17Z,positive
@Mazejogunoob482,Que música boa mds,que msica boa mds,1,2025-06-05T04:54:31Z,neutral
@maleeyongkul8040,"Freddy, you will always be in my heart",freddy always heart,0,2025-06-05T03:55:32Z,neutral
@Olivia-s7z6g,this video used to creep me out though,video used creep though,0,2025-06-05T03:31:02Z,neutral
@Olivia-s7z6g,"another song i used to listen when i was a younger child, still young though",another song used listen younger child still young though,0,2025-06-05T03:30:47Z,neutral
@nnnn7990,PYMK EP115❤,pymk ep,7,2025-06-05T03:24:31Z,neutral
@NanalovesHachi,Anyone in June 2025?,anyone june,5,2025-06-05T03:07:45Z,neutral
@manulopez8828,Killer queen ya toco este video,killer queen ya toco este video,2,2025-06-05T02:31:39Z,neutral
@fillipegametuvia3718,Alguém de 2025?,algum de,1,2025-06-05T02:29:10Z,neutral
@AngelJimenez-s6b,This song is a classic from the 70s,song classic,0,2025-06-05T01:50:36Z,neutral
@K3VNGARZA,hi,hi,0,2025-06-05T01:24:11Z,neutral
@anthonysebastian1983,GENERAL TRAGG EN OTRO UNIVERSO🗣🗣🗣🗣🔥🔥🔥🔥,general tragg en otro universo,3,2025-06-05T00:29:47Z,neutral
@Rengaf_,"4:02
4:09
3:56",,0,2025-06-05T00:22:29Z,neutral
@chrispaige8880,How does baby shark have OVER 7.5 times this songs views?,baby shark times songs views,2,2025-06-04T23:44:03Z,neutral
@aiso7615,No escape from reality ❤,escape reality,1,2025-06-04T23:12:54Z,neutral
@BryannaGuillen,Seee,seee,0,2025-06-04T22:41:54Z,neutral
@KojacksFriseur,This song came out 50 years ago.,song came years ago,0,2025-06-04T22:11:16Z,neutral
@capoeirabimbae,Simplesmente... F..... da!,simplesmente f da,0,2025-06-04T21:03:29Z,neutral
@Willow_me25,ใครตามมาจาก PMYK 😊,pmyk,20,2025-06-04T20:10:37Z,neutral
@jorgelinaBarrón,amo esta banda esta cancion estaba triste la puse y me senti bien😊😊😊,amo esta banda esta cancion estaba triste la puse senti bien,0,2025-06-04T19:41:49Z,neutral
@mehmetisci8338,Imagine we have the Chance to go to a queen concert in heaven,imagine chance go queen concert heaven,0,2025-06-04T19:38:08Z,neutral
@outgrown3094,"1559 DAYS listening to Bohemian Rhapsody everyday, until im famous 4th july",days listening bohemian rhapsody everyday im famous th july,3,2025-06-04T19:08:17Z,neutral
@soummyy,Here I come again,come,0,2025-06-04T18:39:49Z,neutral
@PhilSymes-p6k,Perfect.,perfect,0,2025-06-04T17:52:43Z,positive
@Lan-n6z,"🗣️Easy come, easy go, little hiiigh, little looow",easy come easy go little hiiigh little looow,0,2025-06-04T17:41:06Z,neutral
@LeaVelano,THIS SONG HITS DIFFERENT ..,song hits different,0,2025-06-04T17:15:07Z,neutral
@kanny6403,"Wow 1,900,000,000 views❤🎉",wow views,1,2025-06-04T16:25:51Z,neutral
@sengliaung2027,"Anyone 4, June 2025?",anyone june,7,2025-06-04T15:52:06Z,neutral
@sengliaung2027,June 2025,june,2,2025-06-04T15:50:06Z,neutral
@ศิววัฒประดุจพล,ตามมาจาก PYMK ครับ,pymk,10,2025-06-04T14:44:10Z,neutral
@WMAmamee,ฟัง  PYMK มาละมาฟังเพลง ละอินขึ้นนนกว่าเดิมอีกกกก โคตรชอบบบบบ,pymk,52,2025-06-04T14:42:09Z,neutral
@patpattamon,ตามมาจาก Farose channel ค่ะ❤,farose channel,6,2025-06-04T14:30:26Z,neutral
@goratict,ตามมาจาก #PYMK ค่ะ,pymk,10,2025-06-04T14:10:01Z,neutral
@hanspeterandersson7403,Mozart tahks,mozart tahks,0,2025-06-04T13:38:13Z,neutral
@ringo-b5o,this is music😊❤❤😊60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊u2😊police😊blondie😊gun roses😊bon jobi😊virvana😊and so on...from 2000 until now music is very low very bad😢😢😢all this rap and hip hop music all this singer😢rihhana😢shakira😢agillera😢gomez😢lipa😢swipt😢lady gaga😢beyonce😢cyros😢even madona😢its more streptiz then music,musics best music timeabbaqueenled zeppelindeep purpleupoliceblondiegun rosesbon jobivirvanaand onfrom music low badall rap hip hop music singerrihhanashakiraagilleragomezlipaswiptlady gagabeyoncecyroseven madonaits streptiz music,0,2025-06-04T13:29:57Z,positive
@user-ns5vw5ex6j,ฟังเพลงนี้หลายรอบมาก พอฟัง pymk อินหนักมากขึ้นอีกค่ะ,pymk,21,2025-06-04T13:17:23Z,neutral
@JeeTal,THIS IS MASTERPIECE,masterpiece,1,2025-06-04T13:12:39Z,neutral
@arthsarun,From ‘People you may know’ #PYMK ❤,people may know pymk,11,2025-06-04T12:55:31Z,neutral
@PoipetPoipetPoipet,คุณแดงฉีดยาเลยมาตามฟัง,,7,2025-06-04T12:52:55Z,neutral
@WiktorJanSzablewski,I teach this song my student.,teach song student,0,2025-06-04T12:48:51Z,neutral
@alyaqtaii,Beyaz Lekeden gelenlerr🐊,beyaz lekeden gelenlerr,0,2025-06-04T12:23:46Z,neutral
@koPai2244,၈ယောက်ဖ ရူးလောက်ပါတယ်,,0,2025-06-04T11:41:58Z,neutral
@onionthemars,2025 mama,mama,1,2025-06-04T11:22:34Z,neutral
@amaisiori,字幕ちゃんがんばって＾＾🐥,,1,2025-06-04T10:17:47Z,neutral
@4793sto,"3:52 3:22 
Amazing",amazing,1,2025-06-04T10:02:33Z,positive
@allforrap5841,❤❤❤❤❤❤❤,,1,2025-06-04T08:49:28Z,neutral
@OzeanFloh,❤🫠🤗💔,,1,2025-06-04T07:42:50Z,neutral
